co,no,no2,nox,o3,pm10,pm25,relativehumidity,so2,temperature,wind_direction,wind_speed,u100,v100,u10,v10,tp,latitude,longitude,datetime_local,hour_of_day_local
1.5966666666666667,36.5,115.19999999999999,0.09094999999999998,8.775,123.5,79.0,84.25,20.3,16.3,256.5,0.3,0.7008209,-3.9186096,0.6871033,-2.7423859,0.0,28.5,77.25,2025-02-24 21:30:00+05:30,21
1.635,47.1,105.825,0.09455,7.375,140.0,103.0,86.75,21.6,15.45,257.5,0.3,1.131485,-3.467743,1.359909,-2.5101318,0.0,28.5,77.25,2025-02-24 22:30:00+05:30,22
1.79,57.15,104.15,0.10189999999999999,7.8,139.0,107.0,88.5,21.75,14.9,212.0,0.3,1.4860077,-3.101303,1.7083893,-2.2342224,0.0,28.5,77.25,2025-02-24 23:30:00+05:30,23
1.8399999999999999,84.53333333333333,130.0,0.1379,6.85,134.0,90.33333333333333,90.66666666666667,11.0,14.166666666666666,220.33333333333334,0.3,1.2443237,-3.1591644,1.40094,-2.4661407,0.0,28.5,77.25,2025-02-25 00:30:00+05:30,0
1.5366666666666668,93.63333333333333,126.16666666666667,0.14323333333333332,8.149999999999999,123.5,84.5,91.75,8.5,13.825,219.25,0.3,1.1283264,-3.3375092,1.2963562,-2.6619263,0.0,28.5,77.25,2025-02-25 01:30:00+05:30,1
1.34,85.36666666666667,117.2,0.13179999999999994,8.733333333333333,110.66666666666667,82.66666666666667,92.0,19.1,13.833333333333334,222.66666666666666,0.3,1.144989,-3.5807343,1.3009796,-2.779068,0.0,28.5,77.25,2025-02-25 02:30:00+05:30,2
1.1949999999999998,75.1,102.275,0.11547499999999998,7.775,103.5,84.0,92.5,13.75,13.475,229.75,0.3,0.5038452,-2.9738464,0.9279022,-2.3726501,0.0,28.5,77.25,2025-02-25 03:30:00+05:30,3
1.1225,73.45,91.175,0.10822499999999997,7.4,107.0,101.0,93.0,,13.649999999999999,219.75,0.3,0.58984375,-2.5951538,1.0970612,-1.9770508,0.0,28.5,77.25,2025-02-25 04:30:00+05:30,4
1.2149999999999999,82.55,89.925,0.11495,7.55,121.5,110.5,94.0,4.7,13.675,221.0,0.3,0.8471832,-2.3141785,1.4451141,-1.5157623,0.0,28.5,77.25,2025-02-25 05:30:00+05:30,5
1.31,94.7,102.56666666666666,0.1316333333333333,6.366666666666667,132.33333333333334,101.66666666666667,94.0,0.8,13.700000000000001,232.0,0.3,0.6085968,-2.4162292,1.0973511,-1.6791534,0.0,28.5,77.25,2025-02-25 06:30:00+05:30,6
1.37,103.73333333333333,110.3,0.14296666666666666,8.799999999999999,144.33333333333334,103.33333333333333,93.66666666666667,,14.966666666666667,197.66666666666666,0.3,0.7519989,-1.584137,1.0785675,-0.4147644,3.8146973e-06,28.5,77.25,2025-02-25 07:30:00+05:30,7
1.3975,101.725,115.15,0.14395,8.375,165.0,117.5,85.75,10.1,20.825,203.75,0.625,2.280716,-0.6330414,1.6049957,0.016723633,0.0,28.5,77.25,2025-02-25 08:30:00+05:30,8
1.395,82.55,116.4,0.129,8.525,184.0,115.5,70.75,2.35,25.5,223.25,0.85,1.9574738,-0.31573486,1.4069214,-0.17515564,9.536743e-07,28.5,77.25,2025-02-25 09:30:00+05:30,9
1.435,66.9,112.8,0.114425,7.9,178.0,119.5,57.25,12.05,27.95,233.25,1.225,1.1934509,0.23789978,0.9666748,0.21295166,0.0,28.5,77.25,2025-02-25 10:30:00+05:30,10
1.275,51.475,122.025,0.10684999999999995,7.75,157.0,115.5,48.25,9.266666666666667,30.15,233.25,1.375,1.5796356,-0.195755,1.2938232,-0.17625427,0.0,28.5,77.25,2025-02-25 11:30:00+05:30,11
1.28,35.75,141.925,0.1046,7.725,135.0,88.5,43.5,4.8,31.575000000000003,199.5,1.25,1.3747101,-1.3035583,1.1002197,-1.1068573,0.0,28.5,77.25,2025-02-25 12:30:00+05:30,12
1.295,17.474999999999998,152.375,0.09529999999999998,10.35,115.0,60.5,41.5,3.125,32.35,211.25,0.9,1.1310577,-1.9836426,0.89497375,-1.6561737,0.0,28.5,77.25,2025-02-25 13:30:00+05:30,13
1.19,10.4,149.2,0.087825,11.05,106.0,54.0,39.0,4.05,33.325,231.25,1.0750000000000002,0.9416809,-1.9747925,0.746994,-1.6495514,0.0,28.5,77.25,2025-02-25 14:30:00+05:30,14
1.1600000000000001,10.174999999999999,128.6,0.076675,10.325,100.0,63.0,40.75,2.6,32.25,251.25,1.175,1.4057922,-1.638794,1.1309662,-1.3717804,0.0,28.5,77.25,2025-02-25 15:30:00+05:30,15
1.3066666666666666,16.75,114.35,0.074475,8.25,89.0,69.5,38.5,14.433333333333332,30.75,277.25,0.95,1.1925201,-1.9043884,0.9199066,-1.5551147,0.0,28.5,77.25,2025-02-25 16:30:00+05:30,16
1.3125,25.625,111.35,0.08002499999999997,7.55,84.0,57.0,48.25,12.825,27.15,294.5,0.3,0.90574646,-2.1026459,0.47227478,-1.102768,0.0,28.5,77.25,2025-02-25 17:30:00+05:30,17
1.3500000000000003,33.3,125.225,0.09377499999999997,8.125,84.0,31.5,61.0,14.825,22.025,307.25,0.3,0.7349396,-1.7975922,0.6747589,-1.5304718,0.0,28.5,77.25,2025-02-25 18:30:00+05:30,18
1.545,38.225,134.625,0.102675,8.3,90.5,34.0,70.75,2.8249999999999997,18.925,256.0,0.3,0.8724823,-1.6666718,0.85775757,-1.5661926,0.0,28.5,77.25,2025-02-25 19:30:00+05:30,19
1.935,46.425,141.075,0.11285,9.2,114.5,61.5,76.0,8.5,17.65,190.0,0.3,0.72416687,-1.7323151,0.6319885,-1.9876709,0.0,28.5,77.25,2025-02-25 20:30:00+05:30,20
2.26,60.225,122.625,0.11417499999999994,7.75,137.0,82.5,78.5,15.775,17.225,198.0,0.3,-0.121032715,-1.2809601,-0.24610901,-1.9283142,0.0,28.5,77.25,2025-02-25 21:30:00+05:30,21
2.5125,78.9,108.425,0.12179999999999998,7.55,143.5,93.5,80.0,14.125,17.125,197.75,0.3,-0.9962311,-0.39007568,-1.2283173,-1.2639923,0.0,28.5,77.25,2025-02-25 22:30:00+05:30,22
2.59,91.05000000000001,109.2,0.13219999999999998,7.3,140.0,95.0,80.5,8.9,16.95,198.0,0.3,-1.6524048,0.6784973,-1.9675293,-0.28112793,0.0,28.5,77.25,2025-02-25 23:30:00+05:30,23
2.59,103.8,135.6,0.15653333333333333,6.65,117.66666666666667,73.0,82.66666666666667,9.6,16.400000000000002,198.0,0.3,-1.5833282,1.551178,-1.9053955,0.6385193,0.0,28.5,77.25,2025-02-26 00:30:00+05:30,0
2.5033333333333334,113.93333333333334,136.20000000000002,0.16503333333333334,6.9,114.0,63.0,84.5,10.933333333333332,16.225,198.5,0.3,-1.3977509,2.151764,-1.6300201,1.3159485,0.0,28.5,77.25,2025-02-26 01:30:00+05:30,1
2.38,128.63333333333333,131.13333333333333,0.1743,8.15,122.5,75.0,85.0,14.5,17.1,199.25,0.3,-1.3438263,1.9841309,-1.5212708,1.1843109,0.0,28.5,77.25,2025-02-26 02:30:00+05:30,2
2.3266666666666667,136.0666666666667,125.0,0.17713333333333328,8.7,137.66666666666666,86.33333333333333,85.33333333333333,17.4,17.433333333333334,165.66666666666666,0.3,-0.5293274,2.1374207,-0.9637909,1.3818054,0.0,28.5,77.25,2025-02-26 03:30:00+05:30,3
2.29,137.5,111.975,0.171375,7.425,140.5,103.0,86.75,9.533333333333333,17.2,247.0,0.3,-0.67326355,2.8354797,-0.62397766,1.2424622,0.0,28.5,77.25,2025-02-26 04:30:00+05:30,4
2.2975,139.77499999999998,111.575,0.173,7.75,130.0,102.5,86.75,8.25,17.9,174.0,0.3,-1.7109222,3.1694946,-1.1355286,1.2815247,0.0,28.5,77.25,2025-02-26 05:30:00+05:30,5
2.33,147.825,122.2,0.185175,7.975,123.5,79.0,86.75,6.55,18.125,174.0,0.3,-0.741272,2.6905823,-0.21897888,1.786789,0.0,28.5,77.25,2025-02-26 06:30:00+05:30,6
2.6675,169.9,129.175,0.20685,8.45,168.0,102.5,86.25,9.15,19.125,154.25,0.3,0.40823364,3.0435638,0.4003296,1.2850952,0.0,28.5,77.25,2025-02-26 07:30:00+05:30,7
3.125,199.52499999999998,128.525,0.2306,8.8,268.5,176.0,77.0,17.266666666666666,22.7,85.0,0.325,-0.13769531,3.3440857,-0.58291626,1.7112427,0.0,28.5,77.25,2025-02-26 08:30:00+05:30,8
3.195,177.475,128.225,0.2125,7.85,334.0,218.5,60.75,15.275,27.475,121.75,0.95,-1.3646698,3.0930786,-1.1879883,1.6748505,0.0,28.5,77.25,2025-02-26 09:30:00+05:30,9
3.0025,144.775,121.9,0.18257499999999996,7.025,313.5,208.0,53.0,12.175,30.225,114.75,1.0,-1.5762787,2.4972076,-1.3509979,1.905426,0.0,28.5,77.25,2025-02-26 10:30:00+05:30,10
2.7725,116.975,127.6,0.162975,8.05,266.5,182.5,47.75,13.700000000000001,33.425,114.75,1.075,-1.3432312,2.188858,-1.195282,1.736496,0.0,28.5,77.25,2025-02-26 11:30:00+05:30,11
2.475,88.375,146.775,0.149925,7.574999999999999,232.5,144.5,45.25,9.3,34.85,135.0,1.225,-1.503479,1.887619,-1.3274536,1.5214539,0.0,28.5,77.25,2025-02-26 12:30:00+05:30,12
2.1,45.3,177.35,0.131225,9.3,183.5,94.0,43.75,3.0666666666666664,35.325,116.25,1.425,-1.7241364,1.6955719,-1.4941864,1.3725739,0.0,28.5,77.25,2025-02-26 13:30:00+05:30,13
1.8425,23.825,174.2,0.11207500000000001,10.1,152.0,70.5,43.0,2.85,35.6,142.0,1.075,-1.1321411,1.7737732,-1.0038757,1.4475098,0.0,28.5,77.25,2025-02-26 14:30:00+05:30,14
1.61,16.2,144.6,0.0901,9.9,138.0,81.0,45.0,5.15,34.875,150.25,0.75,1.1126709,1.1659851,0.82429504,0.999527,0.0,28.5,77.25,2025-02-26 15:30:00+05:30,15
1.51,22.375,128.875,0.086775,8.55,138.0,87.0,49.75,7.3999999999999995,32.475,107.25,0.325,1.045166,0.4915619,0.7871704,0.4224701,0.0,28.5,77.25,2025-02-26 16:30:00+05:30,16
1.4166666666666667,35.800000000000004,124.33333333333333,0.09526666666666662,8.799999999999999,140.66666666666666,74.33333333333333,62.333333333333336,5.933333333333334,28.166666666666668,288.6666666666667,0.3,0.4077301,-0.79174805,0.025680542,-0.73672485,0.0,28.5,77.25,2025-02-26 17:30:00+05:30,17
1.4733333333333334,44.3,134.1,0.107375,8.875,154.5,76.5,69.25,11.9,25.525,295.75,0.3,-0.11477661,-1.5503998,-0.5857849,-1.3531342,0.0,28.5,77.25,2025-02-26 18:30:00+05:30,18
1.675,46.175,149.55,0.117075,11.175,179.5,73.0,73.5,3.1,24.625,262.75,0.3,-0.63261414,-1.2163544,-0.9990692,-0.93395996,0.0,28.5,77.25,2025-02-26 19:30:00+05:30,19
2.0225,48.975,157.55,0.123625,11.25,185.5,85.5,76.0,9.766666666666667,24.125,221.5,0.3,-1.8323822,-0.5992584,-1.6565399,-0.35795593,0.0,28.5,77.25,2025-02-26 20:30:00+05:30,20
2.4450000000000003,61.900000000000006,144.575,0.12724999999999997,10.625,198.0,128.0,78.75,14.0,23.05,263.25,0.35,-2.153366,0.17811584,-1.841156,0.20909119,0.0,28.5,77.25,2025-02-26 21:30:00+05:30,21
2.283333333333333,80.2,124.52499999999999,0.13145,9.9,222.0,161.5,79.75,18.475,22.325,215.25,0.3,-1.9268494,2.2820435,-1.0644989,1.8787384,0.0,28.5,77.25,2025-02-26 22:30:00+05:30,22
1.7349999999999999,91.75,122.1,0.13955,9.1,234.0,176.0,82.0,19.65,21.65,164.0,0.3,0.5047455,4.323105,0.8542633,2.284134,0.0,28.5,77.25,2025-02-26 23:30:00+05:30,23
1.705,103.36666666666667,127.76666666666665,0.1520333333333333,7.95,184.0,106.0,84.0,3.7,21.166666666666668,168.33333333333334,0.3,0.9980011,4.5303497,0.90390015,2.2417145,0.0,28.5,77.25,2025-02-27 00:30:00+05:30,0
1.49,97.36666666666667,135.1,0.1510666666666666,11.0,157.5,77.0,84.5,,21.125,168.0,0.3,1.063034,4.3741302,1.0166473,2.1435394,0.0,28.5,77.25,2025-02-27 01:30:00+05:30,1
1.13,77.33333333333333,134.06666666666666,0.13416666666666663,11.925,124.0,62.5,85.0,,21.35,167.25,0.3,1.183609,4.5452576,0.91108704,1.8608704,0.0,28.5,77.25,2025-02-27 02:30:00+05:30,2
1.045,78.7,126.85,0.13145,10.5,119.0,88.0,85.5,,21.975,198.25,0.3,1.7584686,5.612198,0.81481934,2.1575928,0.0,28.5,77.25,2025-02-27 03:30:00+05:30,3
1.5466666666666669,89.025,110.1,0.13095,8.8,137.0,109.0,85.5,9.5,22.175,188.75,0.375,1.9325104,5.7633514,0.8327484,2.2344513,3.862381e-05,28.5,77.25,2025-02-27 04:30:00+05:30,4
1.5550000000000002,106.45,107.075,0.14355,8.3,146.0,91.5,83.75,9.049999999999999,22.3,219.0,0.375,4.1751556,4.846512,2.226471,1.9449615,1.001358e-05,28.5,77.25,2025-02-27 05:30:00+05:30,5
1.6133333333333333,118.425,119.1,0.15965000000000001,9.7,192.5,110.5,80.75,3.3333333333333335,23.05,221.25,0.375,5.20224,1.1792145,2.550888,-0.190094,0.00013923645,28.5,77.25,2025-02-27 06:30:00+05:30,6
1.4566666666666668,112.325,132.475,0.16184999999999994,8.9,245.0,149.0,79.5,,23.0,242.5,1.425,3.8855896,-2.7959747,1.7833557,-1.9932404,0.0003900528,28.5,77.25,2025-02-27 07:30:00+05:30,7
1.3525,91.65,133.625,0.145625,11.425,119.0,73.0,76.25,3.0,23.25,203.75,0.8,1.4359589,-5.725006,0.55363464,-3.2804413,6.055832e-05,28.5,77.25,2025-02-27 08:30:00+05:30,8
1.0225,70.7,121.15,0.12192499999999995,10.3,104.0,61.0,78.25,5.125,22.8,212.75,0.625,-1.5825348,-6.3478546,-1.4287262,-3.5883484,3.385544e-05,28.5,77.25,2025-02-27 09:30:00+05:30,9
0.8775,63.599999999999994,106.45,0.10835,7.975,73.0,63.5,74.25,9.1,23.9,200.75,1.025,-4.233017,-5.0862427,-2.7260284,-2.7071075,3.8146973e-06,28.5,77.25,2025-02-27 10:30:00+05:30,10
0.7625,63.025,107.15,0.108225,7.2,62.5,53.5,65.25,10.35,26.15,182.75,0.8999999999999999,-5.785309,-3.7456818,-3.5957642,-1.8978729,4.196167e-05,28.5,77.25,2025-02-27 11:30:00+05:30,11
0.705,64.3,117.5,0.11479999999999997,8.375,74.5,31.5,62.25,6.8,26.675,201.5,1.025,-5.8874054,-2.8887482,-4.3898315,-2.0765686,0.0,28.5,77.25,2025-02-27 12:30:00+05:30,12
0.6575,56.475,132.85,0.116575,11.825,75.5,30.666666666666668,63.25,1.6,26.925,180.25,1.15,-5.2435913,-2.6071014,-4.0037994,-2.0187988,0.0,28.5,77.25,2025-02-27 13:30:00+05:30,13
0.605,46.525,136.3,0.110325,12.575,71.5,36.0,63.75,1.95,26.4,190.5,1.0,-4.6337433,-2.8973541,-3.519516,-2.2819366,0.0,28.5,77.25,2025-02-27 14:30:00+05:30,14
0.5125,41.175,121.2,0.09795,9.375,68.5,40.5,63.75,1.6,25.35,181.75,0.8,-4.5732574,-2.7964172,-3.5408936,-2.168747,0.0,28.5,77.25,2025-02-27 15:30:00+05:30,15
0.4875,44.0,108.625,0.09354999999999995,7.35,83.0,49.666666666666664,62.75,12.866666666666667,25.1,157.5,0.8,-4.9369507,-3.433014,-3.64711,-2.6047516,0.0,28.5,77.25,2025-02-27 16:30:00+05:30,16
0.4925,51.175,108.35000000000001,0.09922500000000001,8.525,92.5,43.5,64.5,3.4,24.375,171.75,0.525,-5.5167084,-2.9341888,-3.468872,-1.902771,0.0,28.5,77.25,2025-02-27 17:30:00+05:30,17
0.5375,58.85,118.2,0.11069999999999999,8.925,86.5,31.0,67.75,7.05,23.7,156.5,0.575,-5.97139,-1.5576935,-3.2644196,-0.9577942,0.0,28.5,77.25,2025-02-27 18:30:00+05:30,18
0.635,62.35,131.625,0.1207,11.2,68.0,19.666666666666668,70.75,2.533333333333333,23.0,148.5,0.325,-6.0346527,-0.739624,-2.9680634,-0.47201538,0.0,28.5,77.25,2025-02-27 19:30:00+05:30,19
0.7575000000000001,62.95,131.1,0.1209,11.65,63.0,31.0,73.0,14.799999999999999,22.3,50.5,0.3,-5.805664,0.532959,-2.6443787,0.1697998,3.33786e-06,28.5,77.25,2025-02-27 20:30:00+05:30,20
0.8133333333333334,66.0,125.13333333333333,0.1202333333333333,9.133333333333333,79.66666666666667,51.666666666666664,75.66666666666667,6.833333333333333,21.766666666666666,83.33333333333333,0.3666666666666667,-5.8778534,1.0925293,-2.7496338,0.3153534,2.861023e-06,28.5,77.25,2025-02-27 21:30:00+05:30,21
0.86,74.33333333333333,101.63333333333333,0.1145,8.4,111.0,80.33333333333333,72.66666666666667,22.066666666666666,22.833333333333332,108.66666666666667,0.39999999999999997,-4.969055,2.1131744,-2.0023956,0.7959595,0.0,28.5,77.25,2025-02-27 22:30:00+05:30,22
0.86,78.6,102.8,0.1186,7.3,127.0,90.0,73.0,9.7,22.7,161.0,0.4,-5.6503143,2.56044,-2.6509247,0.99287415,0.0,28.5,77.25,2025-02-27 23:30:00+05:30,23
0.87,87.43333333333334,119.7,0.13473333333333334,7.05,106.66666666666667,54.666666666666664,74.33333333333333,11.266666666666666,22.2,180.0,0.43333333333333335,-6.424835,3.2911835,-3.204773,1.493042,0.0,28.5,77.25,2025-02-28 00:30:00+05:30,0
0.7733333333333334,83.23333333333333,130.16666666666666,0.13686666666666666,12.95,74.0,37.0,71.25,7.8999999999999995,22.575,132.5,0.7,-6.4639435,4.2498474,-3.301361,2.1584167,0.0,28.5,77.25,2025-02-28 01:30:00+05:30,1
0.605,67.7,122.44999999999999,0.1202,10.733333333333334,54.333333333333336,27.0,70.0,11.399999999999999,22.766666666666666,92.0,0.6,-5.168396,4.9203033,-2.4843445,2.4473267,0.0,28.5,77.25,2025-02-28 02:30:00+05:30,2
0.49250000000000005,61.675,111.25,0.109325,9.175,58.5,41.0,71.5,14.4,22.425,96.0,1.0,-5.995697,4.9478455,-3.2554169,2.5362244,0.0,28.5,77.25,2025-02-28 03:30:00+05:30,3
0.4425,61.3,93.2,0.099425,6.975,88.0,57.0,73.25,5.25,22.0,99.0,1.4,-5.6753845,5.2248077,-3.08078,2.709488,0.0,28.5,77.25,2025-02-28 04:30:00+05:30,4
0.455,65.7,95.225,0.10405,7.425,107.0,54.0,74.75,23.1,21.625,101.0,1.175,-5.434952,5.3879547,-3.0124512,2.7389984,5.340576e-05,28.5,77.25,2025-02-28 05:30:00+05:30,5
0.5,73.95,102.7,0.114825,7.8,93.0,53.5,77.0,5.133333333333334,21.275,196.5,0.5,-4.7194824,4.543686,-2.4871216,1.9247589,1.4305115e-06,28.5,77.25,2025-02-28 06:30:00+05:30,6
1.2933333333333332,77.16666666666667,117.63333333333333,0.1253,11.166666666666666,84.33333333333333,51.666666666666664,75.66666666666667,1.3,21.8,135.66666666666666,1.1666666666666667,-2.6608276,-0.62939453,-0.98306274,-1.4332275,0.0,28.5,77.25,2025-02-28 07:30:00+05:30,7
1.3725,70.75,116.65,0.119575,11.6,92.5,47.0,74.25,7.0,22.65,129.25,1.55,-3.6195374,-3.7506256,-1.8400726,-2.7268372,0.0,28.5,77.25,2025-02-28 08:30:00+05:30,8
1.36,62.36666666666667,110.76666666666667,0.10963333333333332,8.633333333333333,107.0,53.0,72.33333333333333,4.85,23.733333333333334,124.66666666666667,1.0333333333333334,-3.9486847,-2.2844086,-2.8644257,-1.8507385,0.0005106926,28.5,77.25,2025-02-28 09:30:00+05:30,9
1.3566666666666667,59.75,96.05,0.099675,6.65,101.0,80.5,74.75,6.966666666666666,23.775,118.5,1.3250000000000002,-5.4231415,0.09939575,-4.174118,-0.056625366,0.0010046959,28.5,77.25,2025-02-28 10:30:00+05:30,10
1.385,59.05,100.75,0.101625,8.35,117.0,86.33333333333333,71.5,3.0666666666666664,24.475,114.5,2.55,-6.3334045,2.4544067,-4.814087,1.7574158,0.0007724762,28.5,77.25,2025-02-28 11:30:00+05:30,11
1.39,57.5,113.66666666666667,0.10723333333333333,7.566666666666666,119.66666666666667,52.0,68.0,12.05,26.133333333333336,131.33333333333334,1.633333333333333,-6.1557465,4.414688,-4.724869,3.3336334,4.2915344e-06,28.5,77.25,2025-02-28 12:30:00+05:30,12
1.4024999999999999,51.3,133.375,0.11265,11.175,106.5,51.5,59.5,6.2,29.7,118.0,2.05,-5.268387,5.318756,-3.9982605,3.9675293,0.0,28.5,77.25,2025-02-28 13:30:00+05:30,13
1.395,38.525,139.55,0.10549999999999995,12.625,103.5,52.0,59.25,7.85,29.7,119.0,2.6,-3.846756,4.83374,-3.0116272,3.692154,0.0,28.5,77.25,2025-02-28 14:30:00+05:30,14
1.33,29.15,133.9,0.09495,11.125,109.5,56.0,62.0,6.725,28.9,107.0,2.325,-1.9899445,5.4563904,-1.562027,4.1787567,0.0,28.5,77.25,2025-02-28 15:30:00+05:30,15
1.33,31.725,105.975,0.08214999999999997,7.825,125.5,59.5,65.5,3.8,28.175,110.0,1.725,-0.87649536,4.6273804,-0.69573975,3.5057983,0.0,28.5,77.25,2025-02-28 16:30:00+05:30,16
1.37,41.35,105.75,0.089875,8.325,126.0,54.0,71.0,2.3666666666666667,26.225,114.25,1.65,-0.6906128,3.54628,-0.54367065,2.0469055,0.0,28.5,77.25,2025-02-28 17:30:00+05:30,17
1.4266666666666665,51.225,111.725,0.101075,8.45,110.5,49.0,75.25,1.6,25.049999999999997,97.5,1.05,-0.8590851,3.477707,-0.8076172,2.201767,0.0,28.5,77.25,2025-02-28 18:30:00+05:30,18
1.4024999999999999,56.3,130.675,0.1152,12.875,83.5,49.5,80.0,3.9,24.25,119.25,0.8,-1.506607,4.1147766,-0.9921112,1.8835449,0.00083065033,28.5,77.25,2025-02-28 19:30:00+05:30,19
1.4933333333333334,56.166666666666664,131.36666666666667,0.11556666666666666,13.066666666666668,72.66666666666667,51.0,86.0,13.2,22.733333333333334,151.0,0.6,-1.7402039,5.0986633,-1.2285614,2.1181488,0.0024404526,28.5,77.25,2025-02-28 20:30:00+05:30,20
1.5325,58.9,116.95,0.110075,13.625,104.0,61.5,88.75,20.625,22.15,105.5,0.675,-3.0260468,3.3847656,-1.795517,0.87127686,0.00066041946,28.5,77.25,2025-02-28 21:30:00+05:30,21
1.4849999999999999,64.25,90.225,0.100225,8.149999999999999,105.5,76.0,88.5,19.85,21.675,101.75,0.5,-5.9752197,-0.7805176,-3.0254211,-0.9703827,2.336502e-05,28.5,77.25,2025-02-28 22:30:00+05:30,22
1.44,71.4,88.15,0.1049,8.8,103.0,82.0,88.0,29.200000000000003,21.3,94.5,0.6,-7.7421875,-3.062851,-4.253311,-2.059021,1.8119812e-05,28.5,77.25,2025-02-28 23:30:00+05:30,23
1.4566666666666668,80.23333333333333,100.96666666666665,0.11893333333333334,7.35,94.33333333333333,58.0,88.66666666666667,9.533333333333333,20.933333333333334,180.0,0.3333333333333333,-7.180008,-2.7065277,-4.0255585,-1.9058685,0.0,28.5,77.25,2025-03-01 00:30:00+05:30,0
1.435,78.95,117.2,0.12655,16.200000000000003,63.333333333333336,47.0,89.0,10.35,19.900000000000002,302.0,0.3,-7.033264,-2.2238312,-3.7377625,-1.464859,2.7656555e-05,28.5,77.25,2025-03-01 01:30:00+05:30,1
1.42,74.16666666666667,108.86666666666667,0.1182333333333333,14.5,63.5,42.5,91.0,7.6,19.375,247.25,0.325,-6.9171295,-1.8976593,-3.6766205,-1.275116,9.6321106e-05,28.5,77.25,2025-03-01 02:30:00+05:30,2
1.34,71.475,104.9,0.11392499999999997,12.05,77.0,58.333333333333336,89.0,7.2749999999999995,20.05,160.5,0.55,-5.1412354,0.51542664,-1.9421844,-0.29075623,0.0012159348,28.5,77.25,2025-03-01 03:30:00+05:30,3
1.2475,67.425,83.575,0.099275,8.725,91.0,64.33333333333333,87.25,0.75,20.125,123.75,0.775,-3.8756256,-0.6829071,-1.0818024,-0.9963074,0.0023293495,28.5,77.25,2025-03-01 04:30:00+05:30,4
1.2275,70.175,88.275,0.10402499999999998,8.425,88.5,54.0,88.0,,19.9,224.5,0.8,-3.9639435,-3.5267181,-1.3124695,-2.3531647,0.0021419525,28.5,77.25,2025-03-01 05:30:00+05:30,5
1.1633333333333333,71.45,96.075,0.109175,9.325,71.0,43.5,90.75,0.3,19.45,206.0,0.325,-5.7491455,-3.0392609,-2.6132965,-1.7989349,0.0013027191,28.5,77.25,2025-03-01 06:30:00+05:30,6
1.3466666666666667,75.23333333333333,110.46666666666665,0.11993333333333334,11.966666666666667,59.666666666666664,40.333333333333336,91.66666666666667,2.9,20.033333333333335,199.66666666666666,0.39999999999999997,-7.2526245,-0.2989502,-3.8868103,-0.28260803,0.00045728683,28.5,77.25,2025-03-01 07:30:00+05:30,7
1.5066666666666666,81.53333333333333,115.56666666666666,0.12773333333333334,14.5,69.0,46.333333333333336,87.0,6.6,22.566666666666666,117.0,0.9,-6.7953186,0.98065186,-4.0437927,0.4954071,1.6212463e-05,28.5,77.25,2025-03-01 08:30:00+05:30,8
1.48,78.375,110.925,0.12275,12.25,97.0,61.5,78.5,5.666666666666667,25.475,148.0,0.975,-6.058243,1.1962433,-4.4190063,0.81695557,1.4305115e-06,28.5,77.25,2025-03-01 09:30:00+05:30,9
1.3925,70.275,87.525,0.1037,8.375,105.0,83.5,69.25,4.966666666666666,27.725,148.75,1.125,-6.3338623,1.678009,-4.772232,1.2138214,0.0,28.5,77.25,2025-03-01 10:30:00+05:30,10
1.37,65.825,93.8,0.103475,9.15,121.5,82.5,62.5,7.166666666666667,30.525,171.75,0.875,-6.3795776,2.571106,-4.892151,1.9479523,6.67572e-06,28.5,77.25,2025-03-01 11:30:00+05:30,11
1.3625,60.4,102.225,0.1035,8.274999999999999,149.0,69.5,59.25,17.033333333333335,31.2,155.5,1.225,-4.8193207,2.4767456,-3.7189026,1.8902283,6.2942505e-05,28.5,77.25,2025-03-01 12:30:00+05:30,12
1.4124999999999999,50.725,129.025,0.109925,12.6,122.0,63.666666666666664,56.25,12.133333333333333,32.2,148.75,1.25,-3.6799164,1.9196625,-2.9248505,1.496048,5.6266785e-05,28.5,77.25,2025-03-01 13:30:00+05:30,13
1.3800000000000001,37.166666666666664,137.29999999999998,0.10316666666666667,12.133333333333333,93.66666666666667,58.666666666666664,55.666666666666664,6.566666666666666,31.333333333333332,187.33333333333334,0.5666666666666667,-2.5332184,1.1011658,-2.03656,0.83540344,8.106232e-05,28.5,77.25,2025-03-01 14:30:00+05:30,14
1.32,30.8,139.86666666666667,0.0994,15.366666666666665,106.0,59.666666666666664,54.0,6.0,31.833333333333332,193.33333333333334,0.5,-1.861908,0.5519409,-1.533432,0.39505005,0.00010061264,28.5,77.25,2025-03-01 15:30:00+05:30,15
1.26,30.4,102.875,0.07944999999999998,7.575,123.0,65.5,58.25,1.0,30.125,244.25,0.425,-1.4882355,0.07713318,-1.2154083,0.02394104,7.6293945e-05,28.5,77.25,2025-03-01 16:30:00+05:30,16
1.3250000000000002,39.525,101.425,0.0861,8.1,109.5,53.0,66.0,10.9,27.025,272.25,0.75,-0.77456665,-0.58395386,-0.59906006,-0.42816162,0.0002975464,28.5,77.25,2025-03-01 17:30:00+05:30,17
1.3466666666666667,47.43333333333334,100.46666666666665,0.09200000000000001,7.2,85.33333333333333,38.0,71.0,8.95,25.3,264.0,0.8333333333333334,-1.1871643,-1.841919,-0.90800476,-1.6204071,0.0,28.5,77.25,2025-03-01 18:30:00+05:30,18
